time_sec,bus_id,headway_min
22204.000000,3,5.000000
22205.000000,4,5.016667
22205.000000,0,5.000000
22675.000000,4,4.966667
22676.000000,2,4.983333
22677.000000,3,5.016667
22677.000000,0,5.033333
22677.000000,1,5.000000
23154.000000,4,4.983333
23154.000000,0,5.000000
23155.000000,1,5.016667
23155.000000,3,4.983333
23156.000000,2,5.016667
23622.000000,1,4.966667
23624.000000,2,5.033333
23624.000000,0,5.000000
23624.000000,3,5.000000
23624.000000,4,5.000000
24091.000000,1,4.983333
24091.000000,3,5.000000
24091.000000,2,5.000000
24091.000000,4,5.000000
24092.000000,0,5.016667
24562.000000,4,4.983333
24563.000000,3,4.983333
24564.000000,2,5.000000
24564.000000,1,5.000000
24564.000000,0,5.033333
25040.000000,1,4.983333
25041.000000,4,4.983333
25041.000000,0,5.000000
25041.000000,2,5.016667
25042.000000,3,5.016667
25511.000000,0,4.983333
25511.000000,2,4.966667
25511.000000,3,5.000000
25512.000000,4,5.016667
25513.000000,1,5.033333
25980.000000,3,4.983333
25981.000000,2,5.000000
25981.000000,4,5.016667
25981.000000,1,4.983333
25982.000000,0,5.016667
26467.000000,4,5.000000
26467.000000,2,5.000000
26467.000000,0,5.000000
26467.000000,3,5.000000
26467.000000,1,5.000000
26954.000000,3,4.966667
26954.000000,0,4.983333
26955.000000,4,5.016667
26955.000000,1,5.016667
26956.000000,2,5.016667
27423.000000,4,4.966667
27423.000000,2,4.983333
27423.000000,0,5.000000
27424.000000,1,5.016667
27425.000000,3,5.033333
27882.000000,2,4.983333
27883.000000,4,4.983333
27883.000000,1,5.000000
27883.000000,0,5.000000
27884.000000,3,5.033333
28364.000000,3,4.966667
28366.000000,4,5.033333
28366.000000,2,5.000000
28366.000000,1,5.000000
28366.000000,0,5.000000
