time_sec,bus_id,stop_idx,onboard,headway_min
2460.000000,2,7,131,0.500000
2460.000000,3,9,0,0.516667
2460.000000,4,12,0,71.000000
2520.000000,0,7,71,57.000000
2520.000000,1,7,92,1.533333
2520.000000,2,7,131,1.500000
2520.000000,3,9,0,1.516667
2520.000000,4,12,0,72.000000
2580.000000,0,7,71,58.000000
2580.000000,1,7,92,2.533333
2580.000000,2,7,131,2.500000
2580.000000,3,9,0,2.516667
2580.000000,4,12,0,73.000000
2640.000000,0,7,71,59.000000
2640.000000,1,7,92,3.533333
2640.000000,2,7,131,3.500000
2640.000000,3,9,0,3.516667
2640.000000,4,12,0,74.000000
2700.000000,0,7,71,60.000000
2700.000000,1,7,92,4.533333
2700.000000,2,7,131,4.500000
2700.000000,3,9,0,4.516667
2700.000000,4,12,0,0.000000
2760.000000,0,8,66,61.000000
2760.000000,1,8,70,5.533333
2760.000000,2,8,115,5.500000
2760.000000,3,9,30,5.516667
2760.000000,4,12,0,1.000000
2820.000000,0,8,96,62.000000
2820.000000,1,8,100,6.533333
2820.000000,2,8,145,6.500000
2820.000000,3,9,60,6.516667
2820.000000,4,12,0,2.000000
2880.000000,0,8,99,63.000000
2880.000000,1,8,103,0.900000
2880.000000,2,8,148,0.916667
2880.000000,3,9,90,0.900000
2880.000000,4,12,0,3.000000
2940.000000,0,8,99,64.000000
2940.000000,1,8,103,1.900000
2940.000000,2,8,148,1.916667
2940.000000,3,9,120,1.900000
2940.000000,4,12,0,0.033333
3000.000000,0,8,99,65.000000
3000.000000,1,8,103,2.900000
3000.000000,2,8,148,2.916667
3000.000000,3,9,120,2.900000
3000.000000,4,12,0,1.033333
3060.000000,0,8,99,66.000000
3060.000000,1,8,103,3.900000
3060.000000,2,8,148,3.916667
3060.000000,3,9,120,3.900000
3060.000000,4,12,0,2.033333
3120.000000,0,8,99,67.000000
3120.000000,1,8,103,4.900000
3120.000000,2,8,148,4.916667
3120.000000,3,9,120,4.900000
3120.000000,4,12,0,3.033333
3180.000000,0,9,84,68.000000
3180.000000,1,9,85,0.450000
3180.000000,2,9,122,0.450000
3180.000000,3,9,120,0.416667
3180.000000,4,12,0,4.033333
3240.000000,0,9,84,69.000000
3240.000000,1,9,85,1.450000
3240.000000,2,9,122,1.450000
3240.000000,3,10,94,1.416667
3240.000000,4,12,0,5.033333
3300.000000,0,9,84,70.000000
3300.000000,1,9,85,2.450000
3300.000000,2,9,122,2.450000
3300.000000,3,10,112,2.416667
3300.000000,4,12,0,6.033333
3360.000000,0,9,84,71.000000
3360.000000,1,9,85,3.450000
3360.000000,2,9,122,3.450000
3360.000000,3,10,142,3.416667
3360.000000,4,12,0,7.033333
3420.000000,0,9,84,72.000000
3420.000000,1,9,85,4.450000
3420.000000,2,9,122,4.450000
3420.000000,3,10,172,4.416667
3420.000000,4,12,0,8.033333
3480.000000,0,10,81,73.000000
3480.000000,1,10,72,5.450000
3480.000000,2,10,103,5.450000
3480.000000,3,10,202,5.416667
3480.000000,4,12,0,9.033333
3540.000000,0,10,84,74.000000
3540.000000,1,10,76,0.900000
3540.000000,2,10,107,0.883333
3540.000000,3,10,205,0.900000
3540.000000,4,12,0,0.900000
3600.000000,0,10,84,0.000000
3600.000000,1,10,76,1.900000
3600.000000,2,10,107,1.883333
3600.000000,3,10,205,1.900000
3600.000000,4,12,0,1.900000
3660.000000,0,10,84,1.000000
3660.000000,1,10,76,2.900000
3660.000000,2,10,107,2.883333
3660.000000,3,10,205,2.900000
3660.000000,4,12,30,2.900000
3720.000000,0,10,84,2.000000
3720.000000,1,10,76,3.900000
3720.000000,2,10,107,3.883333
3720.000000,3,10,205,3.900000
3720.000000,4,12,60,3.900000
3780.000000,0,10,84,3.000000
3780.000000,1,10,76,4.900000
3780.000000,2,10,107,4.883333
3780.000000,3,10,205,4.900000
3780.000000,4,12,90,4.900000
3840.000000,0,11,93,4.000000
3840.000000,1,11,79,5.900000
3840.000000,2,11,86,5.883333
3840.000000,3,11,171,5.900000
3840.000000,4,12,120,5.900000
3900.000000,0,11,119,0.033333
3900.000000,1,11,104,0.166667
3900.000000,2,11,113,0.150000
3900.000000,3,11,196,0.133333
3900.000000,4,12,150,0.150000
3960.000000,0,11,119,1.033333
3960.000000,1,11,104,1.166667
3960.000000,2,11,113,1.150000
3960.000000,3,11,196,1.133333
3960.000000,4,12,150,1.150000
4020.000000,0,11,119,2.033333
4020.000000,1,11,104,2.166667
4020.000000,2,11,113,2.150000
4020.000000,3,11,196,2.133333
4020.000000,4,12,150,2.150000
4080.000000,0,11,119,3.033333
4080.000000,1,11,104,3.166667
4080.000000,2,11,113,3.150000
4080.000000,3,11,196,3.133333
4080.000000,4,12,150,3.150000
4140.000000,0,11,119,4.033333
4140.000000,1,11,104,4.166667
4140.000000,2,11,113,4.150000
4140.000000,3,11,196,4.133333
4140.000000,4,12,150,4.150000
4200.000000,0,12,93,5.033333
4200.000000,1,12,83,5.166667
4200.000000,2,12,88,5.150000
4200.000000,3,12,145,5.133333
4200.000000,4,13,124,5.150000
4260.000000,0,12,99,6.033333
4260.000000,1,12,91,0.533333
4260.000000,2,12,94,0.566667
4260.000000,3,12,146,0.550000
4260.000000,4,13,142,0.300000
4320.000000,0,12,99,7.033333
4320.000000,1,12,91,1.533333
4320.000000,2,12,94,1.566667
4320.000000,3,12,146,1.550000
4320.000000,4,13,172,1.300000
4380.000000,0,12,99,8.033333
4380.000000,1,12,91,2.533333
4380.000000,2,12,94,2.566667
4380.000000,3,12,146,2.550000
4380.000000,4,13,202,2.300000
4440.000000,0,12,99,9.033333
4440.000000,1,12,91,3.533333
4440.000000,2,12,94,3.566667
4440.000000,3,12,146,3.550000
4440.000000,4,13,232,3.300000
4500.000000,0,12,99,10.033333
4500.000000,1,12,91,4.533333
4500.000000,2,12,94,4.566667
4500.000000,3,12,146,4.550000
4500.000000,4,13,262,4.300000
4560.000000,0,13,94,11.033333
4560.000000,1,13,75,5.533333
4560.000000,2,13,78,5.566667
4560.000000,3,13,109,5.550000
4560.000000,4,13,292,5.300000
4620.000000,0,13,96,0.966667
4620.000000,1,13,77,0.966667
4620.000000,2,13,79,0.933333
4620.000000,3,13,110,0.950000
4620.000000,4,13,293,0.683333
4680.000000,0,13,96,1.966667
4680.000000,1,13,77,1.966667
4680.000000,2,13,79,1.933333
4680.000000,3,13,110,1.950000
4680.000000,4,13,293,1.683333
4740.000000,0,13,96,2.966667
4740.000000,1,13,77,2.966667
4740.000000,2,13,79,2.933333
4740.000000,3,13,110,2.950000
4740.000000,4,13,293,2.683333
4800.000000,0,13,96,3.966667
4800.000000,1,13,77,3.966667
4800.000000,2,13,79,3.933333
4800.000000,3,13,110,3.950000
4800.000000,4,13,293,3.683333
4860.000000,0,13,96,4.966667
4860.000000,1,13,77,4.966667
4860.000000,2,13,79,4.933333
4860.000000,3,13,110,4.950000
4860.000000,4,13,293,4.683333
4920.000000,0,14,88,5.966667
4920.000000,1,14,84,5.966667
4920.000000,2,14,73,5.933333
4920.000000,3,14,96,5.950000
4920.000000,4,14,234,5.683333
4980.000000,0,14,117,0.016667
4980.000000,1,14,114,0.016667
4980.000000,2,14,103,6.933333
4980.000000,3,14,126,6.950000
4980.000000,4,14,264,6.683333
5040.000000,0,14,117,1.016667
5040.000000,1,14,114,1.016667
5040.000000,2,14,103,1.000000
5040.000000,3,14,126,1.000000
5040.000000,4,14,264,1.000000
5100.000000,0,14,117,2.016667
5100.000000,1,14,114,2.016667
5100.000000,2,14,103,2.000000
5100.000000,3,14,126,2.000000
5100.000000,4,14,264,2.000000
5160.000000,0,14,117,3.016667
5160.000000,1,14,114,3.016667
5160.000000,2,14,103,3.000000
5160.000000,3,14,126,3.000000
5160.000000,4,14,264,3.000000
5220.000000,0,14,117,4.016667
5220.000000,1,14,114,4.016667
5220.000000,2,14,103,4.000000
5220.000000,3,14,126,4.000000
5220.000000,4,14,264,4.000000
5280.000000,0,0,94,5.016667
5280.000000,1,14,114,5.016667
5280.000000,2,14,103,5.000000
5280.000000,3,14,126,5.000000
5280.000000,4,0,215,5.000000
5340.000000,0,0,114,6.016667
5340.000000,1,0,115,6.016667
5340.000000,2,0,111,6.000000
5340.000000,3,0,118,6.000000
5340.000000,4,0,222,6.000000
5400.000000,0,0,141,0.100000
5400.000000,1,0,142,0.066667
5400.000000,2,0,138,0.100000
5400.000000,3,0,145,0.083333
5400.000000,4,0,248,0.066667
5460.000000,0,0,141,1.100000
5460.000000,1,0,142,1.066667
5460.000000,2,0,138,1.100000
5460.000000,3,0,145,1.083333
5460.000000,4,0,248,1.066667
5520.000000,0,0,141,2.100000
5520.000000,1,0,142,2.066667
5520.000000,2,0,138,2.100000
5520.000000,3,0,145,2.083333
5520.000000,4,0,248,2.066667
5580.000000,0,0,141,3.100000
5580.000000,1,0,142,3.066667
5580.000000,2,0,138,3.100000
5580.000000,3,0,145,3.083333
5580.000000,4,0,248,3.066667
5640.000000,0,0,141,4.100000
5640.000000,1,0,142,4.066667
5640.000000,2,0,138,4.100000
5640.000000,3,0,145,4.083333
5640.000000,4,0,248,4.066667
5700.000000,0,1,115,5.100000
5700.000000,1,1,114,5.066667
5700.000000,2,1,105,5.100000
5700.000000,3,1,121,5.083333
5700.000000,4,1,204,5.066667
5760.000000,0,1,135,6.100000
5760.000000,1,1,134,6.066667
5760.000000,2,1,122,6.100000
5760.000000,3,1,142,6.083333
5760.000000,4,1,216,6.066667
5820.000000,0,1,159,0.166667
5820.000000,1,1,158,0.166667
5820.000000,2,1,147,0.166667
5820.000000,3,1,166,0.166667
5820.000000,4,1,240,0.166667
5880.000000,0,1,159,1.166667
5880.000000,1,1,158,1.166667
5880.000000,2,1,147,1.166667
5880.000000,3,1,166,1.166667
5880.000000,4,1,240,1.166667
5940.000000,0,1,159,2.166667
5940.000000,1,1,158,2.166667
5940.000000,2,1,147,2.166667
5940.000000,3,1,166,2.166667
5940.000000,4,1,240,2.166667
6000.000000,0,1,159,3.166667
6000.000000,1,1,158,3.166667
6000.000000,2,1,147,3.166667
6000.000000,3,1,166,3.166667
6000.000000,4,1,240,3.166667
6060.000000,0,1,159,4.166667
6060.000000,1,1,158,4.166667
6060.000000,2,1,147,4.166667
6060.000000,3,1,166,4.166667
6060.000000,4,1,240,4.166667
6120.000000,0,2,132,5.166667
6120.000000,1,2,134,5.166667
6120.000000,2,2,109,5.166667
6120.000000,3,2,134,5.166667
6120.000000,4,2,188,5.166667
6180.000000,0,2,154,6.166667
6180.000000,1,2,157,6.166667
6180.000000,2,2,125,6.166667
6180.000000,3,2,153,6.166667
6180.000000,4,2,197,6.166667
6240.000000,0,2,181,0.100000
6240.000000,1,2,185,0.083333
6240.000000,2,2,152,0.100000
6240.000000,3,2,181,0.100000
6240.000000,4,2,224,0.066667
6300.000000,0,2,181,1.100000
6300.000000,1,2,185,1.083333
6300.000000,2,2,152,1.100000
6300.000000,3,2,181,1.100000
6300.000000,4,2,224,1.066667
6360.000000,0,2,181,2.100000
6360.000000,1,2,185,2.083333
6360.000000,2,2,152,2.100000
6360.000000,3,2,181,2.100000
6360.000000,4,2,224,2.066667
6420.000000,0,2,181,3.100000
6420.000000,1,2,185,3.083333
6420.000000,2,2,152,3.100000
6420.000000,3,2,181,3.100000
6420.000000,4,2,224,3.066667
6480.000000,0,2,181,4.100000
6480.000000,1,2,185,4.083333
6480.000000,2,2,152,4.100000
6480.000000,3,2,181,4.100000
6480.000000,4,2,224,4.066667
6540.000000,0,3,137,5.100000
6540.000000,1,3,147,5.083333
6540.000000,2,3,121,5.100000
6540.000000,3,3,147,5.100000
6540.000000,4,3,173,5.066667
6600.000000,0,3,148,6.100000
6600.000000,1,3,161,6.083333
6600.000000,2,3,139,6.100000
6600.000000,3,3,162,6.100000
6600.000000,4,3,181,6.066667
6660.000000,0,3,178,7.100000
6660.000000,1,3,191,7.083333
6660.000000,2,3,169,7.100000
6660.000000,3,3,192,7.100000
6660.000000,4,3,211,7.066667
6720.000000,0,3,181,0.883333
6720.000000,1,3,195,0.883333
6720.000000,2,3,172,0.866667
6720.000000,3,3,196,0.883333
6720.000000,4,3,214,0.900000
6780.000000,0,3,181,1.883333
6780.000000,1,3,195,1.883333
6780.000000,2,3,172,1.866667
6780.000000,3,3,196,1.883333
6780.000000,4,3,214,1.900000
6840.000000,0,3,181,2.883333
6840.000000,1,3,195,2.883333
6840.000000,2,3,172,2.866667
6840.000000,3,3,196,2.883333
6840.000000,4,3,214,2.900000
6900.000000,0,3,181,3.883333
6900.000000,1,3,195,3.883333
6900.000000,2,3,172,3.866667
6900.000000,3,3,196,3.883333
6900.000000,4,3,214,3.900000
6960.000000,0,3,181,4.883333
6960.000000,1,3,195,4.883333
6960.000000,2,3,172,4.866667
6960.000000,3,3,196,4.883333
6960.000000,4,3,214,4.900000
7020.000000,0,4,151,5.883333
7020.000000,1,4,161,5.883333
7020.000000,2,4,134,5.866667
7020.000000,3,4,169,5.883333
7020.000000,4,4,185,5.900000
7080.000000,0,4,181,6.883333
7080.000000,1,4,191,6.883333
7080.000000,2,4,164,6.866667
7080.000000,3,4,199,6.883333
7080.000000,4,4,215,6.900000
7140.000000,0,4,189,0.733333
7140.000000,1,4,199,0.716667
7140.000000,2,4,173,0.733333
7140.000000,3,4,207,0.733333
7140.000000,4,4,223,0.733333
7200.000000,0,4,189,1.733333
7200.000000,1,4,199,1.716667
7200.000000,2,4,173,1.733333
7200.000000,3,4,207,1.733333
7200.000000,4,4,223,1.733333
7260.000000,0,4,189,2.733333
7260.000000,1,4,199,2.716667
7260.000000,2,4,173,2.733333
7260.000000,3,4,207,2.733333
7260.000000,4,4,223,2.733333
7320.000000,0,4,189,3.733333
7320.000000,1,4,199,3.716667
7320.000000,2,4,173,3.733333
7320.000000,3,4,207,3.733333
7320.000000,4,4,223,3.733333
7380.000000,0,4,189,4.733333
7380.000000,1,4,199,4.716667
7380.000000,2,4,173,4.733333
7380.000000,3,4,207,4.733333
7380.000000,4,4,223,4.733333
7440.000000,0,5,148,5.733333
7440.000000,1,5,157,5.716667
7440.000000,2,5,147,5.733333
7440.000000,3,5,161,5.733333
7440.000000,4,5,172,5.733333
7500.000000,0,5,178,6.733333
7500.000000,1,5,187,6.716667
7500.000000,2,5,177,6.733333
7500.000000,3,5,190,6.733333
7500.000000,4,5,199,6.733333
7560.000000,0,5,191,0.583333
7560.000000,1,5,200,0.550000
7560.000000,2,5,190,0.550000
7560.000000,3,5,203,0.566667
7560.000000,4,5,212,0.566667
7620.000000,0,5,191,1.583333
7620.000000,1,5,200,1.550000
7620.000000,2,5,190,1.550000
7620.000000,3,5,203,1.566667
7620.000000,4,5,212,1.566667
7680.000000,0,5,191,2.583333
7680.000000,1,5,200,2.550000
7680.000000,2,5,190,2.550000
7680.000000,3,5,203,2.566667
7680.000000,4,5,212,2.566667
7740.000000,0,5,191,3.583333
7740.000000,1,5,200,3.550000
7740.000000,2,5,190,3.550000
7740.000000,3,5,203,3.566667
7740.000000,4,5,212,3.566667
7800.000000,0,5,191,4.583333
7800.000000,1,5,200,4.550000
7800.000000,2,5,190,4.550000
7800.000000,3,5,203,4.566667
7800.000000,4,5,212,4.566667
7860.000000,0,6,150,5.583333
7860.000000,1,6,151,5.550000
7860.000000,2,6,149,5.550000
7860.000000,3,6,158,5.566667
7860.000000,4,6,179,5.566667
7920.000000,0,6,176,6.583333
7920.000000,1,6,173,6.550000
7920.000000,2,6,176,6.550000
7920.000000,3,6,183,6.566667
7920.000000,4,6,209,6.566667
7980.000000,0,6,198,0.283333
7980.000000,1,6,194,0.300000
7980.000000,2,6,197,0.300000
7980.000000,3,6,204,0.283333
7980.000000,4,6,230,0.283333
8040.000000,0,6,198,1.283333
8040.000000,1,6,194,1.300000
8040.000000,2,6,197,1.300000
8040.000000,3,6,204,1.283333
8040.000000,4,6,230,1.283333
8100.000000,0,6,198,2.283333
8100.000000,1,6,194,2.300000
8100.000000,2,6,197,2.300000
8100.000000,3,6,204,2.283333
8100.000000,4,6,230,2.283333
8160.000000,0,6,198,3.283333
8160.000000,1,6,194,3.300000
8160.000000,2,6,197,3.300000
8160.000000,3,6,204,3.283333
8160.000000,4,6,230,3.283333
8220.000000,0,6,198,4.283333
8220.000000,1,6,194,4.300000
8220.000000,2,6,197,4.300000
8220.000000,3,6,204,4.283333
8220.000000,4,6,230,4.283333
8280.000000,0,7,152,5.283333
8280.000000,1,7,150,5.300000
8280.000000,2,7,160,5.300000
8280.000000,3,7,164,5.283333
8280.000000,4,7,194,5.283333
8340.000000,0,7,169,6.283333
8340.000000,1,7,168,6.300000
8340.000000,2,7,181,6.300000
8340.000000,3,7,183,6.283333
8340.000000,4,7,215,6.283333
8400.000000,0,7,198,7.283333
8400.000000,1,7,197,7.300000
8400.000000,2,7,210,7.300000
8400.000000,3,7,213,7.283333
8400.000000,4,7,245,7.283333
8460.000000,0,7,204,0.816667
8460.000000,1,7,202,0.833333
8460.000000,2,7,215,0.833333
8460.000000,3,7,218,0.833333
8460.000000,4,7,250,0.816667
8520.000000,0,7,204,1.816667
8520.000000,1,7,202,1.833333
8520.000000,2,7,215,1.833333
8520.000000,3,7,218,1.833333
8520.000000,4,7,250,1.816667
8580.000000,0,7,204,2.816667
8580.000000,1,7,202,2.833333
8580.000000,2,7,215,2.833333
8580.000000,3,7,218,2.833333
8580.000000,4,7,250,2.816667
8640.000000,0,7,204,3.816667
8640.000000,1,7,202,3.833333
8640.000000,2,7,215,3.833333
8640.000000,3,7,218,3.833333
8640.000000,4,7,250,3.816667
8700.000000,0,7,204,4.816667
8700.000000,1,7,202,4.833333
8700.000000,2,7,215,4.833333
8700.000000,3,7,218,4.833333
8700.000000,4,7,250,4.816667
8760.000000,0,8,172,5.816667
8760.000000,1,8,164,5.833333
8760.000000,2,8,164,5.833333
8760.000000,3,8,183,5.833333
8760.000000,4,8,204,5.816667
8820.000000,0,8,202,6.816667
8820.000000,1,8,194,6.833333
8820.000000,2,8,194,6.833333
8820.000000,3,8,213,6.833333
8820.000000,4,8,234,6.816667
8880.000000,0,8,219,0.433333
8880.000000,1,8,211,0.433333
8880.000000,2,8,210,0.433333
8880.000000,3,8,230,0.450000
8880.000000,4,8,251,0.450000
8940.000000,0,8,219,1.433333
8940.000000,1,8,211,1.433333
8940.000000,2,8,210,1.433333
8940.000000,3,8,230,1.450000
8940.000000,4,8,251,1.450000
9000.000000,0,8,219,2.433333
9000.000000,1,8,211,2.433333
9000.000000,2,8,210,2.433333
9000.000000,3,8,230,2.450000
9000.000000,4,8,251,2.450000
9060.000000,0,8,219,3.433333
9060.000000,1,8,211,3.433333
9060.000000,2,8,210,3.433333
9060.000000,3,8,230,3.450000
9060.000000,4,8,251,3.450000
9120.000000,0,8,219,4.433333
9120.000000,1,8,211,4.433333
9120.000000,2,8,210,4.433333
9120.000000,3,8,230,4.450000
9120.000000,4,8,251,4.450000
9180.000000,0,9,161,5.433333
9180.000000,1,9,168,5.433333
9180.000000,2,9,166,5.433333
9180.000000,3,9,189,5.450000
9180.000000,4,9,218,5.450000
9240.000000,0,9,176,6.433333
9240.000000,1,9,190,6.433333
9240.000000,2,9,188,6.433333
9240.000000,3,9,213,6.450000
9240.000000,4,9,245,6.450000
9300.000000,0,9,204,0.050000
9300.000000,1,9,219,0.033333
9300.000000,2,9,216,0.050000
9300.000000,3,9,241,0.050000
9300.000000,4,9,273,0.033333
9360.000000,0,9,204,1.050000
9360.000000,1,9,219,1.033333
9360.000000,2,9,216,1.050000
9360.000000,3,9,241,1.050000
9360.000000,4,9,273,1.033333
9420.000000,0,9,204,2.050000
9420.000000,1,9,219,2.033333
9420.000000,2,9,216,2.050000
9420.000000,3,9,241,2.050000
9420.000000,4,9,273,2.033333
9480.000000,0,9,204,3.050000
9480.000000,1,9,219,3.033333
9480.000000,2,9,216,3.050000
9480.000000,3,9,241,3.050000
9480.000000,4,9,273,3.033333
9540.000000,0,9,204,4.050000
9540.000000,1,9,219,4.033333
9540.000000,2,9,216,4.050000
9540.000000,3,9,241,4.050000
9540.000000,4,9,273,4.033333
9600.000000,0,10,164,5.050000
9600.000000,1,10,181,5.033333
9600.000000,2,10,166,5.050000
9600.000000,3,10,178,5.050000
9600.000000,4,10,224,5.033333
9660.000000,0,10,176,6.050000
9660.000000,1,10,194,6.033333
9660.000000,2,10,173,6.050000
9660.000000,3,10,178,6.050000
9660.000000,4,10,232,6.033333
9720.000000,0,10,206,7.050000
9720.000000,1,10,224,7.033333
9720.000000,2,10,203,7.050000
9720.000000,3,10,208,7.050000
9720.000000,4,10,262,7.033333
9780.000000,0,10,225,0.333333
9780.000000,1,10,244,0.333333
9780.000000,2,10,223,0.316667
9780.000000,3,10,228,0.316667
9780.000000,4,10,281,0.350000
9840.000000,0,10,225,1.333333
9840.000000,1,10,244,1.333333
9840.000000,2,10,223,1.316667
9840.000000,3,10,228,1.316667
9840.000000,4,10,281,1.350000
